Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet
3,1,0,2,2,"RT @USABillOfRights: Psychological Warfare for Dhimmis -- DEFEATING ISLAM
http://t.co/M8zlTY0fZs
joining forces to take out world's trash h&#8230;"
3,0,0,3,2,RT @USAgov: Our national bird - the American bald eagle - is an endangered species success story. http://t.co/OJscNNMYEm
3,0,0,3,2,"RT @USRealityCheck: Republicans Want to Yank Food Stamps from the Hungry: 

 May 16, 2... http://t.co/2UkcoICd9Q prg #P2"
3,0,3,0,1,RT @UberBuIlshit: A recent Harvard study concluded that bitches in fact be trippin.
3,0,0,3,2,"RT @UberFacts: Mila Kunis has heterochromia iridum which gives her two different colored eyes. One eye is green, the other is brown."
3,0,0,3,2,RT @UberFacts: The strings attached to boxes of animal crackers were originally put there so that the box could be hung from Christmas tree&#8230;
3,0,3,0,1,RT @UceJayy: I see you subtweeting me hoe.
3,0,3,0,1,RT @UglyGawd: Or fags cause if you post you found him attractive as well RT @JactionJ: Niggas who post trannys to see if a nigga thirsts ov&#8230;
6,0,6,0,1,"RT @UmChillBreaux: it's never about the hoes he's entertaining , it's always about the fact that he's entertaining these hoes !"
3,0,3,0,1,"RT @UmmmSassy: ""You're such a bitch"" http://t.co/3m1bRIlvfp"
3,0,3,0,1,RT @UnCharted_: Don't get your panties in a twist. Just take 'them off and let my tongue twist around in your pussy instead.
3,0,3,0,1,RT @UnansweredQuot: Did that bitch ever get out of Ludacris's way?
3,0,3,0,1,RT @UnapologetiicB: If you've been though what I've been through you would have turned into a heartless bitch by now but I'm stronger &amp; bet&#8230;
3,1,2,0,1,RT @UnapologetiicB: What's it like being a cold hearted cunt?
3,0,3,0,1,RT @UnbearableTier_: I need my pussy ate now !
3,0,1,2,2,RT @UncleBlazer: Yo mama so ghetto she uses cigarette butts as q-tips
3,0,1,2,2,RT @Underchilde: *Goes into monkey bar to meet swingers*
3,0,3,0,1,"RT @UnicornCowboy: @UglyNi99ah pepsi and cheerios
smashin on these hoes
got me blue in the taco
bae thinks of me flaco
errybody frontin
jus&#8230;"
3,0,3,0,1,RT @UniiQueMariee: There's only ONE bae at the end of the day. &#128584;&#128175;&#128149;&#128571; Cause she ride for me unlike you other bitches.
3,0,3,0,1,RT @UniquelyTierra_: &#8220;@vintage_monroe_: &#8220;@dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
3,0,0,3,2,RT @UnnagroundKing: RT @JoshHelaku: I don't care who Kendrick made that song for it's still trash
3,0,3,0,1,"RT @Unnforgivable: Listen, cunt: Today ain&#8217;t yo day"
3,2,1,0,0,RT @Unorthodex: Nah I hate white people now since he looks like a dyke RT @ElBasedParko: I think he just ended racism http://t.co/VgjYHn4bvt
3,0,3,0,1,"RT @Unt_Unnnnn: Moment of truth, these hoes the truth"
3,0,1,2,2,"RT @UnusualFactPage: Shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it."
3,0,2,1,1,RT @Uptown_Byrd: Philly full of these type hoes. Broke bitches! http://t.co/AZh2Ql6lwN
3,1,2,0,1,RT @UrKindOfBrand: If she's always been a dyke she's a virgin. No way around that. Her first time eating box don't take her virginity.... #&#8230;
3,0,3,0,1,RT @UrKindOfBrand: Vote or Die bitches
3,0,3,0,1,"RT @UrbanCraziness: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/cvBzmjQXyO"
3,0,3,0,1,RT @UrbanCraziness: Andy went from owning toys to owning bitches.. And also tf is that coke doing teaching a class? &#128514; http://t.co/gjbUR29BKu
3,0,3,0,1,RT @UrbanCraziness: when you see a bitch nigga subtweet you http://t.co/vvhEhwDRWf
3,0,3,0,1,"RT @UrbanEngIish: ""I'm grown"" = Let me be a hoe in peace."
3,0,3,0,1,"RT @UrbanEngIish: ""SHARKEISHA'D"" = To lose one's face due to the brute force of a knockout punch. ""Dat bitch got sharkeisha'd"""
3,0,3,0,1,"RT @UrbanEngIish: ""These hoes ain't loyal"" = Women of this generation cannot be trusted."
3,0,1,2,2,"RT @UrbanEngIish: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape = https://t&#8230;"
3,0,2,1,1,RT @UrsTruly_Jessie: These bitches is actors out here
3,0,2,1,1,RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!
3,1,2,0,1,RT @VERSACEGAWDD: yall really expect a 40 yr old nigga to still rap about raping hoes and killing his mother? nah
3,0,3,0,1,RT @VH1PNUT TWITTER WHATS THIS MEAN ? RT @Ay_W_ I come alive in the night time + Sleep all day hoe all night.
3,0,3,0,1,RT @VICD713ENT: Good pussy ain't changin nothin. Might bump you up to main hoe from side jank. That only mean you get fucked more &#128533;
3,0,3,0,1,RT @VIVARonRon: Your pussy must not pop severely &#8220;@YaDadPipesMaggs: But Im single &#128514; http://t.co/ZhoJNaoKME&#8221;
3,0,3,0,1,"RT @VRTWxrk_Flash: Mac 10 lay on the floor like a matress ""@yungchipotle: Young based god came straight for the bitches"""
3,0,0,3,2,RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb
3,3,0,0,0,RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP
3,0,3,0,1,RT @Vacante_: If a girl cant make a decision whether to date you or not tell that bitch to kick rocks.
3,0,3,0,1,"RT @Vacante_: If ya girl shaves the pussy before going out with her girls, somethings wrong."
3,0,3,0,1,RT @VadeFisse_: dont try too fuck with me &amp; got a million and TWO bitches because I will tell them all.. I PROMISE I WILL
3,0,0,3,2,RT @Vaeflare: ...Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. http://t.co/SeRyx9v&#8230;
3,0,0,3,2,RT @VainHumility: Naming my son Caesar. Dawn of the apes is the absolute best movie I've ever seen in my entire life.
3,0,0,3,2,"RT @VandTRailroad: #DidYouKnow: The Comstock Lode was a boon 4 @VirginiaCity as it grew 2 20,000 ppl &amp; became 1 of the largest &amp; wealthiest&#8230;"
3,0,3,0,1,RT @VandalSavage_: Crying &#8220;kill me with fire&#8221; RT @80sbaby4life: That pussy crying for help
3,0,3,0,1,RT @Vbomb20: Got these hoes on my dick like brad pitt
3,0,0,3,2,RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;
3,0,0,3,2,RT @VersaceAmeezy: Austin is so cute like look at him all excited because he got Oreos http://t.co/0mK1W8Reak
3,0,3,0,1,RT @VersaceLaFlare: All bitches cheat. You just gotta acknowledge its gonna happens so when it does it&#8217;ll hurt less.
3,0,3,0,1,RT @VersaceLaFlare: everybody turning into assholes this year. Look what you&#8217;ve bitches have done to us.
3,0,2,1,1,RT @VersaceSilk: When you and your boys discover a hoe https://t.co/nluZGQV3EQ
3,0,0,3,2,RT @VersaceSilk: When you try to tell grandpa that 70s music was trash https://t.co/kYULQZoBC6
3,0,2,1,1,RT @VersaceTweetGod: Jenny was a hoe til she got AIDS until she was ready to settle down with Forrest Gump who tried saving her SO many tim&#8230;
3,0,3,0,1,RT @VersaceTweetGod: Leotard not leopard. Zeeti hoes dumb. &#8220;@JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http://t.co/8fQP7fpb&#8230;
3,0,3,0,1,RT @VersaceTweetGod: Who gave this bitch THAT much confidence? &#128530; https://t.co/TvMu2oYJQx
3,1,2,0,1,RT @VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod
3,0,0,3,2,RT @VerusFacts: How Shy People Flirt. Learn tips from the best! http://t.co/81PvuHnHaT
3,0,3,0,1,"RT @Vianka_V: Hoes, hoes ain't nothin' but hoes."
3,0,3,0,1,RT @VibeLord: I hate when people think I'm mad or sad cause I'm not talking.. nah I'm chillin bitch.
3,0,3,0,1,RT @VibeLord: your opinion of me is highly irrelevant bitch
3,0,3,0,1,RT @VictorSmith90: @vnksmith16 be out here fighting bitches like its legal
3,0,3,0,1,RT @VictorSmith90: Fresh out of jail and I got my chopper bitches be like Vick your number 1 like the BK whopper
3,0,3,0,1,"RT @VictoriaDahl: &#8220;@donnajherren: Well, there's ""crazy bitch"", and there's ""you can look for that motherfucker's corpse, but you won't find&#8230;"
3,0,0,3,2,RT @VideriQuamEsse: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted http://t.co/INZPvpf2tN
3,1,2,0,1,RT @VillageBae: All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an&#8230;
3,1,2,0,1,RT @VillageBae: Don't block me because you think a post is about you...just ask me. Like a boss. You employee ass bitch.
3,2,1,0,0,RT @VillageBae: I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#8230;
3,1,2,0,1,RT @VinLaden2_: Niggas get married and start dissin single bitches smh RT @A2daO: You bitches want allowance and $200 dates and still singl&#8230;
6,0,0,6,2,RT @VinceSports: Best #CollegeGameday sign ever! The Dak-ness is spreading! Charlie Murphy's True Hollywood Stories. #ChappelleShow http://&#8230;
3,0,3,0,1,"RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5hetoweSES"
3,1,2,0,1,RT @Vonta624: @onDAT_Othershit @_KudaBrazyy when bout 5 bitches got together and thought of a reason to make they boyfriend claim them
3,1,2,0,1,RT @VuIture: This bitch eyebrows lookin like the bulls logo http://t.co/5EtOrG5GBT
3,0,3,0,1,RT @W0lfHaleighh: @kyle_leavitt96 @meowmariss bye bitch
3,0,3,0,1,"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28"
3,0,3,0,1,"RT @WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me"
3,0,3,0,1,RT @WBeezy_: Rohan a bitch yo &#128514;&#128514;
3,0,3,0,1,RT @WBeezy_: These bitches so phoney &#128514;&#128514;&#128514;
9,1,8,0,1,"RT @WElGHTROOM: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No s&#8230;"
3,0,0,3,2,RT @WFANTrades: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&#8230;
3,0,3,0,1,RT @WFUncleEllis: My bitch sad lookin like a lack of funny
3,1,2,0,1,RT @WHOISRAYMOND: When you give all ya hoes up for that one girl and it don't work out http://t.co/DCDPkR2yjc
6,2,4,0,1,RT @WORIDSTARHlPHOP: If a Nigga try to slide in my bitch DMs.. http://t.co/Mr2FjYUgTn
3,0,3,0,1,RT @WORIDSTARHlPHOP: These bitches putting their soul in this routine &#128514;&#128514;&#128514; http://t.co/xPjZIvNGAo
3,0,0,3,2,RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0
3,0,3,0,1,RT @WORIDSTARHlPHOP: When a bad bitch asks you to come over http://t.co/f6eXLRZ8Vd
3,1,2,0,1,RT @WORIDSTARHlPHOP: When you and your boys discover a hoe http://t.co/pupaplqNhk
6,0,1,5,2,"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;"
6,0,6,0,1,RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26
3,0,3,0,1,RT @WORIDSTARHlPHOP: every time bobby bitch comes on http://t.co/h7b0pL8T2h
3,0,2,1,1,RT @WORIDSTARHlPHOP: this kid definitely got the pussy after that game https://t.co/lVXbXMgStD
3,0,0,3,2,RT @WOWFoodPics: Oreo Shake http://t.co/YE22nl8bsE
3,1,2,0,1,RT @WWECrowe: #JerrySpringer on #RAW ...... The white trash side of me is applauding @WWE
3,0,3,0,1,RT @WWEGlFS: When a bitch asks to eat your ass. http://t.co/8OyPyJYgVe
4,3,1,0,0,RT @WaavyLee: His balls ashy RT @Yattabing: @Trelaire1st: Real women do this http://t.co/VG5DBqH8aT&#8221; and real faggots let em do that.. Smh
3,0,3,0,1,"RT @WallStWatkins: A hoe only cares about the now, the future is irrelevant."
3,0,3,0,1,"RT @WallStWatkins: To get with a hoe, you just need to be cute, have muscles, dress your ass off (swag), or talk a good game."
3,0,0,3,2,RT @WashTimes: John Kerry caught appearing to mock Israel&#8217;s &#8216;pinpoint&#8217; operation in Gaza - http://t.co/3yqFR9LZsR #Israel #Gaza http://t.co&#8230;
3,1,2,0,1,RT @WatDaFckYouMean: Can't give these hoes a inch cuz they'll try to take mile
3,0,3,0,1,RT @WatDaFckYouMean: It's my brother weekend bitch!!!!! #LongLiveLilRay
3,0,3,0,1,RT @WatchMyJumper: Seen theses niggas lose it all over a basic bitch
3,0,3,0,1,RT @WatkinsRaequan: This bitch just blew my high
3,0,3,0,1,RT @Wavvvy__: Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first
3,1,2,0,1,RT @WavyKirk: @__CourtAintSHIT yeah yo girlfriend a bitch. I hope she got the hives.
3,0,3,0,1,"RT @Way2FengShui: "" That bitch wanna ignore my text? Wait till she get off work "" RT @2TONEDASUPASTAR: Caption this http://t.co/ZWrImDZQNV"
3,0,0,3,2,"RT @WayneDupreeShow: Fear mongering by the left is dying. Wake up, who are you going 2 believe Charlie Rangel and Hussein or Mia Love and C&#8230;"
3,0,3,0,1,"RT @WayneDupreeShow: MT @COACHKtoLA: @waynedupreeshow is paid by white supremacist, they always get a negro to do their dirty work #Fergus&#8230;"
3,0,3,0,1,RT @WayneL_Jr: 80% RT @NotMorris_: 60% of these hoes be fake gay
3,0,3,0,1,"RT @WayneL_Jr: LMAOO accurate RT @BasedPaco: When bitches see a ""quote with a "" tweet on the TL http://t.co/Azl9o3PyZE"
3,0,3,0,1,RT @WayneL_Jr: LMAOOOOOOO RT @Take_My_Advicee: What dum bitch made this http://t.co/siuxrh5Sms
3,0,2,1,1,RT @WayneL_Jr: The nipples determine whether the titties are trash or not
3,1,0,2,2,"RT @WayneRoot: Well there's difference between Erick Erickson and me. I've always understood Obama is Muslim Jihadi sympathizer:
https://t.&#8230;"
3,2,1,0,0,RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;
3,0,3,0,1,RT @WeAllKnowA: We all know a double faced bitch named Madison
3,0,3,0,1,RT @WeAllKnowA: We all know a faggot named Luke
3,0,3,0,1,"RT @WeAreGirICodes: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/LmpA15kAiZ"
3,0,3,0,1,"RT @WeAreGirICodes: i love this emoji &#128129; 
she's just like DUH bitch &#128129; 
lol i don't give a fuck &#128129; 
you're ugly &#128129; 
whatcha gonna do about it &#128129;&#8230;"
3,0,3,0,1,RT @WeDontLoveHoes: Bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a&#8230;
3,0,3,0,1,RT @WeLoveKi: Hol on bitch &#128553;&#128514;&#128557; https://t.co/RYESvYaI2u
3,0,3,0,1,RT @WeavilynMONROE_: I heard big booty bitches can't take no &#127814;.
3,0,3,0,1,"RT @WeedHumor: Marijuana is a gateway drug. It leads to happiness, great sex, pain relief, and increased patience with crazy bitches. And w&#8230;"
3,0,3,0,1,"RT @WeightIifters: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs N&#8230;"
3,0,3,0,1,RT @WellDamnDymo: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . #Si&#8230;
3,0,0,3,2,"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball."
3,0,3,0,1,"RT @WhatTheFFacts: There is a company which sells menstrual pads for pet dogs called ""bitch diapers""."
3,0,0,3,2,RT @WheelTod: If life hands you a hot potato try throwing it at two birds.
3,0,3,0,1,"RT @WhenARapperSaid: When Tyler the Creator said ""Rape a pregnant bitch and tell my friends I had a threesome"" http://t.co/ZkvwfK18d0"
3,1,2,0,1,"RT @WhenEminemSaid: When Eminem said ""Call me a faggot, cause I hate a pussy"" http://t.co/emkB7oSgqD"
6,0,1,5,2,"RT @WhenRapperSaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht&#8230;"
3,0,3,0,1,"RT @WhenRapperSaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/pto&#8230;"
4,1,3,0,1,"RT @WhenRappersaids: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" http://t.co/wF&#8230;"
3,0,3,0,1,RT @WhiteBoyCeezy: these hoes too familiar
3,0,3,0,1,"RT @WhiteNiggaSwagg: Hmmm, is that a Ratchet hoe I smell?"
3,0,1,2,2,RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash
3,1,2,0,1,RT @WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;
3,0,3,0,1,RT @Whiteboyyx01: Behind that twinkle in your eyes I can see the bitch in you &#128064;&#128076;
3,2,1,0,0,RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2
3,0,3,0,1,"RT @Whitesidemzu: Me: MOM CAN YOU MAKE ME A SANDWHICH!!! *doesnt hear* *whispers to myself* ""deaf bitch"" Mom: WHAT THE FUCK DID YOU JUST SA&#8230;"
3,1,2,0,1,"RT @WhitneyNoCrack: Die slow bitch ""@Thotcho: That&#8217;s @WhitneyNoCrack RT @tonestradamus: Scary accurate http://t.co/dX79NXklL9"""
3,0,3,0,1,RT @WhittTooCold: Ray J is the perfect example of what happens when you give a lame nigga some pussy
3,0,3,0,1,RT @WhoApollo: WCW goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w&#8230;
3,0,3,0,1,RT @WhoIsTie: Can't keep stooping for these hoes. I know better
3,1,2,0,1,RT @WhoSFlyy__: i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f&#8230;
3,1,2,0,1,RT @WhoreFandom: I'm going to let the pussy out like fight night #vote5sos
3,1,0,2,2,"RT @WhyVee: @georgegalloway A Muslim wmn covers the yellow star of Jewish neighbour with her veil to protect her, Sarajevo,1941. http://t.c&#8230;"
3,0,3,0,1,"RT @WifiAndPorn: The fuck? RT @llAboutBenji: I asked this bitch if she was having a good day, and the bitch said ""stop being weird"" im conf&#8230;"
3,0,3,0,1,RT @WifiOverHoes: idgaf what you bitches say about me &#128514;
3,0,0,3,2,"RT @WillMcAvoyACN: An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ..."
3,0,3,0,1,RT @WillyWelfare: Its so damn hot in this bitch
4,0,0,4,2,RT @Wilnerness590: . @Jmart96 Because Outman is a brand-new #Yankees and because Girardi will never use 3 relievers when he can use 6.
3,0,3,0,1,"RT @WindPushedGrass: ""This bitch is just dead weight""

- Pallbearers"
3,1,2,0,1,RT @WingsoverHoes: Niggas gossip like hoes I'm sleep tho
3,0,3,0,1,RT @WitchoThirstyAz: I love being loyal to one person &#9757;&#65039;fuck having hoes &#128107;&#128079;&#128524;&#128584;
4,0,4,0,1,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm"
3,0,1,2,2,RT @WitnessLaron: So this ape can get a MCM but I can't unbelievable... http://t.co/TsmstRxQX7
3,0,2,1,1,"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke."
3,0,0,3,2,RT @Women_Fit: Use what talent you possess: the woods would be very silent if no birds sang except those that sang best.
4,0,4,0,1,RT @WomensHumor: Monday was SUCH a bitch today.
3,0,3,0,1,RT @Wonkasm: R.I.P. to the hoes dying for attention
3,2,1,0,0,RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags
3,0,0,3,2,RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;
3,2,0,1,0,RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;
3,0,3,0,1,RT @WorIdStarFunnyy: When you and your boys discover a hoe http://t.co/MkonVchG4R
6,0,1,5,2,"RT @WorIdStarFunnyy: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/NQyLxquLOC"
3,0,3,0,1,RT @WorIdstarrrr: These 5th grade hoes ain't loyal http://t.co/ew029ozXVG
3,1,2,0,1,"RT @WorkaholicAdam: I got 99 problems and the bitch heard me call her a bitch, So now I have 100."
3,0,3,0,1,"RT @WorkaholicBlake: *How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ..."
3,0,3,0,1,RT @WorkoutHumor: These hoes ain't loyal http://t.co/JiK7OfqMBE
3,0,3,0,1,RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m
3,0,3,0,1,"RT @WorldStarFunny: 5000 RTs &amp; I'll grab the mic &amp; yell ""fuck her right in the pussy http://t.co/g3KMMz4jT6"
3,1,2,0,1,RT @WorldStarFunny: I don't have an iPhone so I have to manually ignore these hoes http://t.co/LYZs1PU25I
3,0,2,1,1,RT @WorldStarFunny: we don't love these hoes http://t.co/3waEZGCOVI
3,0,2,1,1,RT @WorldStarFunny: when ling ling talkin shit &amp; u finally understand her https://t.co/2KlOnqhsi9
3,1,2,0,1,RT @WorldStarFunny: when you see a bitch nigga subtweet you http://t.co/eclOjoVwg7
3,0,3,0,1,RT @WowSoPunny: Freeze bitch i'm gonna steal your heart http://t.co/zlOaj7tjY6
3,0,0,3,2,RT @Wyeisha_Davis: Idc I still watch two &amp; a half men . Well the old one with Charlie
3,0,3,0,1,RT @XANAXDREAMS: if u know how to French inhale ur a bad bitch
3,0,3,0,1,"RT @XANSHAWTY: There's too much groupie bitches.

Hard to come across girls who aren't overly social and friendly with everyone."
3,0,3,0,1,"RT @XANSHAWTY: U can eat all the pineapples you want 

Ur pussy still trash."
3,0,3,0,1,RT @XBL_NexXx: all these faggots posting faces about to get the hot unfollow
3,0,3,0,1,RT @XIIXX_: Only soo much a bitch can take...
3,0,3,0,1,RT @XIXMCMLXXXV: It make the pussy sing. &#8220;@_MouthLikeLicka: It aint? RT @Mike_got_hoes: My dumb ass thought that was a microphone http://t.&#8230;
3,0,3,0,1,RT @X_LexiiSoUnique: All I see down my TL is naked white bitches &#128064;&#128064;&#128064;&#128584;
3,0,3,0,1,RT @XclairemckX: Drinking veuve cliquot and eating marshmallows basically because I'm a classy bitch.
3,2,1,0,0,RT @XdalovelyTishai: Most of these niggas go broke for these hoes
3,0,3,0,1,RT @Xendaya_xo: If you're attractive &amp; you think ANY straight guy just wants to be your friend...bitch you stupid
3,0,3,0,1,"RT @Xianilee: All three of these hoes getting cute for fucking school, taking for ever and waking me the fuck up ! This why I can't stand h&#8230;"
3,0,3,0,1,"RT @Xicana_Susie: RT @ScruffDaddy_: &#8220;Why that bitch lookin all in the car, u know her!?&#8221; http://t.co/BQiu9q7qjv"
3,0,3,0,1,RT @Xnastyy: no i ain't no bitch &amp; no i ain't no snitch!
3,0,3,0,1,RT @XndSeanX: If you're going to be a bitch and not come to the show because some bands dropped then w/e. More moshing room for me in that &#8230;
3,0,2,1,1,"RT @XtraXtraLex: I was disgusted, betrayed, hurt, &amp; my pussy drier than a niggas skin in the winter time"
3,0,3,0,1,"RT @XxminijokerXx: @VocaToaster autocorrect

its a bitch"
3,0,3,0,1,RT @YAABOIJIMMY: When you hear a hoe talk shit http://t.co/JvX0phe6po
3,0,2,1,1,"RT @YABOYLILB: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/eNStJlXb2H"
3,0,3,0,1,RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1
3,2,1,0,0,RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF
3,0,3,0,1,"RT @YABOYLILB: THE FUCK YOU LOOKING AT BITCH! SWERVE

*puts heelys into full gear*

*glides past the bitches*"
3,0,3,0,1,"RT @YABOYLILB: teacher: eyes on your own paper

me: bitch i only have eyes for da paper

*throws cash everywhere*"
3,1,2,0,1,"RT @YABOYTOSH: Dad: Why are your eyes so red?Son: I smoked weed, Dad.Dad: Don't lie to me, you were crying because you are a faggot."
3,0,3,0,1,RT @YBEToot: @UFUCKIN_RIGHT what hoes tho ? Lol.
3,0,3,0,1,RT @YBeJeff: When you ate the pussy but yeen think she was gone tell anybody&#128555;&#128555; http://t.co/WgIHekh5qb
3,0,3,0,1,"RT @YBkalo: ""@CuhCuhCuh: bitches cant get the ios8 because they have over 10 gb of selfies cuh""&#128514;&#128514;&#128514;"
3,0,2,1,1,RT @YELLitOUT_louud: &#8220;@_laTodd: &#8220;@Satisfied_x: &#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;&#128553;&#128079;&#128079;&#128079;&#8221;
3,0,3,0,1,RT @YG: I switched up. You fukin with my old bitch. I'm fukin with yo new bitch &#128513;
3,0,3,0,1,RT @YOUKNOWDOBY: Niggas talk more than bitches these days......
3,0,3,0,1,"RT @YUNGRAJEE: No nigga ever ask before he hit either &#8220;@jaybeeTRENDz: Body counts don't matter ! YALL treat all bitches the same anyway, st&#8230;"
3,0,3,0,1,RT @YVNGRVPVNZEL: sundy a old school ho tho
3,0,3,0,1,"RT @YaBoyKip: ""I hope this bitch ain't a catfish"" http://t.co/56JKqioEPE"
3,0,3,0,1,"RT @YaBoyMJ23: rt for mj 
fav for a bitch nigga http://t.co/y4yIc38qWS"
3,0,3,0,1,"RT @YaBoyMJ23: rt for the real niggas
fav for the bitch niggas http://t.co/c7WP1bLUUk"
3,0,3,0,1,RT @YaBoyRoshi: Dodging these hoes like http://t.co/9O31kRMEso
3,0,3,0,1,RT @YaaBoyShiki: How the fuck can some people not get atleast 1 on flappy bird. I just got 11 while smoking a fuckin square.
3,0,3,0,1,"RT @YaboySkeete: ""A real man gonna keep it real with his bitches"" LMAOOOOO shut up I'm not tellin u about other women mind ur business"
3,0,3,0,1,RT @YaboySkeete: Lmaoooooo RT @ItsMeGrizz: Nymphos are stupid. Go hose your pussy down you weird bitch
3,0,3,0,1,RT @YaboySkeete: This bitch slow lmaoooooo http://t.co/oPmDp5RgLV
3,0,3,0,1,"RT @YahDontSay: ""@TaeCocky: Periods dont stop nothing but a sentence boo, let me taste that pussy.... I bet u taste like quarters"" http://t&#8230;"
3,0,0,3,2,RT @YahooFinance Two stocks to turn trash into cash http://t.co/MRmlxaCOXx
3,0,0,3,2,"RT @Yankees: #SpringTraining Daily takes a look at the #Yankees&#8217; outfield, perhaps the AL&#8217;s deepest: http://t.co/RP3Gz6MDBF (via @Yankeeson&#8230;"
3,0,1,2,2,RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!
3,0,0,3,2,"RT @Yankees: #Yankees lineup vs. Red Sox:
Ellsbury CF
Jeter SS
Beltran DH
Soriano LF
Teixeira 1B
McCann C
Solarte 3B
Ichiro RF
Roberts 2B
T&#8230;"
3,0,0,3,2,RT @Yankees: #Yankees win! Final score: 7-4.
