Count,Hate Speech,Offensive Language,Neither Count,Class,Tweet,preprocessed_tweet,final_text
3,0,3,0,1,i bet these bitches trying to set me up,"['bet', 'bitch', 'trying', 'set']",bet bitch trying set
3,0,3,0,1,i bet u john elway gets way more pussy than john dorsey,"['bet', 'u', 'john', 'elway', 'get', 'way', 'pussy', 'john', 'dorsey']",bet u john elway get way pussy john dorsey
3,0,3,0,1,i bet we are gonna see  game loan player reviews too just because people are that much of a cunt,"['bet', 'gon', 'na', 'see', 'game', 'loan', 'player', 'review', 'people', 'much', 'cunt']",bet gon na see game loan player review people much cunt
3,2,1,0,0,i bet you think you a nochill savage huh fucking faggot killsemaj,"['bet', 'think', 'nochill', 'savage', 'huh', 'fucking', 'faggot', 'killsemaj']",bet think nochill savage huh fucking faggot killsemaj
3,0,3,0,1,i bitch a lot but its coo,"['bitch', 'lot', 'coo']",bitch lot coo
3,0,2,1,1,i bitch can tell that im addicted to pussy she lookin pass it,"['bitch', 'tell', 'im', 'addicted', 'pussy', 'lookin', 'pas']",bitch tell im addicted pussy lookin pas
3,1,2,0,1,i bought a  and went back to the neighborhood and busted that bitch,"['bought', 'went', 'back', 'neighborhood', 'busted', 'bitch']",bought went back neighborhood busted bitch
3,0,3,0,1,i bought him a sumblime shirt for his birthday too  i kinda wanna be a cunt and ask for it back lol indiangiver,"['bought', 'sumblime', 'shirt', 'birthday', 'kinda', 'wan', 'na', 'cunt', 'ask', 'back', 'lol', 'indiangiver']",bought sumblime shirt birthday kinda wan na cunt ask back lol indiangiver
3,0,3,0,1,i bought hummus and broccoli i just need snacks and shit rt omgitstamz i need to buy crackers and shit,"['bought', 'hummus', 'broccoli', 'need', 'snack', 'shit', 'rt', 'omgitstamz', 'need', 'buy', 'cracker', 'shit']",bought hummus broccoli need snack shit rt omgitstamz need buy cracker shit
3,0,3,0,1,i broke baby outta his thug stage n turned him into a pussy   it was hard but i did it  now he show more feelings than a lit bit,"['broke', 'baby', 'outta', 'thug', 'stage', 'n', 'turned', 'pussy', 'hard', 'show', 'feeling', 'lit', 'bit']",broke baby outta thug stage n turned pussy hard show feeling lit bit
3,0,3,0,1,i called at least  times to make my hair appointment and these bitches dont pick  guess i have to stop in to make an appointment grrr,"['called', 'least', 'time', 'make', 'hair', 'appointment', 'bitch', 'dont', 'pick', 'guess', 'stop', 'make', 'appointment', 'grrr']",called least time make hair appointment bitch dont pick guess stop make appointment grrr
3,0,3,0,1,i called in to work n bitch said they might not want me to go back,"['called', 'work', 'n', 'bitch', 'said', 'might', 'want', 'go', 'back']",called work n bitch said might want go back
3,0,3,0,1,i can be a bitch and im fine with that,"['bitch', 'im', 'fine']",bitch im fine
3,0,3,0,1,i can be very vengeful dont be a cunt,"['vengeful', 'dont', 'cunt']",vengeful dont cunt
3,0,3,0,1,i can fuck yo bitch and you cant,"['fuck', 'yo', 'bitch', 'cant']",fuck yo bitch cant
3,0,3,0,1,i can guarantee that  out of  of yalls bitches follow me,"['guarantee', 'yalls', 'bitch', 'follow']",guarantee yalls bitch follow
3,0,0,3,2,i can hear birds outside,"['hear', 'bird', 'outside']",hear bird outside
3,0,0,3,2,i can hear my mom playing flappy bird in the living room,"['hear', 'mom', 'playing', 'flappy', 'bird', 'living', 'room']",hear mom playing flappy bird living room
3,0,0,3,2,i can hear the birds chirpin,"['hear', 'bird', 'chirpin']",hear bird chirpin
3,0,1,2,2,i can jig but i cant jig jig  like that new jigging got so much in it that you could do you really gotta be in shape for it,"['jig', 'cant', 'jig', 'jig', 'like', 'new', 'jigging', 'got', 'much', 'could', 'really', 'got', 'ta', 'shape']",jig cant jig jig like new jigging got much could really got ta shape
6,1,5,0,1,i can just set that hoe on fire,"['set', 'hoe', 'fire']",set hoe fire
3,0,3,0,1,i can make a bitch famous,"['make', 'bitch', 'famous']",make bitch famous
3,0,3,0,1,i can make a dike say she leavin that lady i can make a lady say she leavin that pussy ass nigga that gave her that baby,"['make', 'dike', 'say', 'leavin', 'lady', 'make', 'lady', 'say', 'leavin', 'pussy', 'as', 'nigga', 'gave', 'baby']",make dike say leavin lady make lady say leavin pussy as nigga gave baby
6,0,6,0,1,i can neva count my stash cause i always lose count i can neva keep no bitch cuz i put them hoes out,"['neva', 'count', 'stash', 'cause', 'always', 'lose', 'count', 'neva', 'keep', 'bitch', 'cuz', 'put', 'hoe']",neva count stash cause always lose count neva keep bitch cuz put hoe
3,0,3,0,1,i can not amp will not fuck with theses dawg ass hoes no more,"['amp', 'fuck', 'thesis', 'dawg', 'as', 'hoe']",amp fuck thesis dawg as hoe
3,0,3,0,1,i can see ya hoes amp all of em nothin,"['see', 'ya', 'hoe', 'amp', 'em', 'nothin']",see ya hoe amp em nothin
3,0,3,0,1,i can taste loud n pussy on my tongue,"['taste', 'loud', 'n', 'pussy', 'tongue']",taste loud n pussy tongue
3,0,2,1,1,i can tell when certain and specific people are posting on a groupcorporate fbtwitter page by the consistent retarded hashtags makeshitup,"['tell', 'certain', 'specific', 'people', 'posting', 'groupcorporate', 'fbtwitter', 'page', 'consistent', 'retarded', 'hashtags', 'makeshitup']",tell certain specific people posting groupcorporate fbtwitter page consistent retarded hashtags makeshitup
3,0,2,1,1,i can turn a hoe into a housewife cause i know how to love thats all their missing,"['turn', 'hoe', 'housewife', 'cause', 'know', 'love', 'thats', 'missing']",turn hoe housewife cause know love thats missing
3,0,3,0,1,i cant stand an ex that wont let go like bitch get a life aint nobody stuntin yo ass,"['cant', 'stand', 'ex', 'wont', 'let', 'go', 'like', 'bitch', 'get', 'life', 'aint', 'nobody', 'stuntin', 'yo', 'as']",cant stand ex wont let go like bitch get life aint nobody stuntin yo as
6,0,6,0,1,i cant argue with a bitch over a nigga,"['cant', 'argue', 'bitch', 'nigga']",cant argue bitch nigga
3,0,3,0,1,i cant believe im jealous all i can think is what goddamn bitch was in your room to take a pic of you in bed with your shirt off,"['cant', 'believe', 'im', 'jealous', 'think', 'goddamn', 'bitch', 'room', 'take', 'pic', 'bed', 'shirt']",cant believe im jealous think goddamn bitch room take pic bed shirt
3,0,3,0,1,i cant believe that someone announced before the movie to the crowd that they came for the bitches,"['cant', 'believe', 'someone', 'announced', 'movie', 'crowd', 'came', 'bitch']",cant believe someone announced movie crowd came bitch
3,0,3,0,1,i cant believe these ghetto fucks left this little kid next to me hes now playing with fucking everything odds of his survival minimal,"['cant', 'believe', 'ghetto', 'fuck', 'left', 'little', 'kid', 'next', 'he', 'playing', 'fucking', 'everything', 'odds', 'survival', 'minimal']",cant believe ghetto fuck left little kid next he playing fucking everything odds survival minimal
9,3,6,0,1,i cant believe this nigga told me to put nutella on a bitch before you eat her out wildnigga,"['cant', 'believe', 'nigga', 'told', 'put', 'nutella', 'bitch', 'eat', 'wildnigga']",cant believe nigga told put nutella bitch eat wildnigga
3,2,1,0,0,i cant blow bubbles or whistle im basically retarded,"['cant', 'blow', 'bubble', 'whistle', 'im', 'basically', 'retarded']",cant blow bubble whistle im basically retarded
3,0,3,0,1,i cant entertain these hoes or these broke niggas,"['cant', 'entertain', 'hoe', 'broke', 'nigga']",cant entertain hoe broke nigga
3,0,3,0,1,i cant even be away from my phone that long karlie right she is a crazy bitch,"['cant', 'even', 'away', 'phone', 'long', 'karlie', 'right', 'crazy', 'bitch']",cant even away phone long karlie right crazy bitch
3,0,0,3,2,i cant even find it in me to mock anymore this is scary this mass ignorance is terrifying rt kateelliottsff yes alas i agree,"['cant', 'even', 'find', 'mock', 'anymore', 'scary', 'mass', 'ignorance', 'terrifying', 'rt', 'kateelliottsff', 'yes', 'ala', 'agree']",cant even find mock anymore scary mass ignorance terrifying rt kateelliottsff yes ala agree
3,0,3,0,1,i cant ever eat roast beef anymore without thinkin bout dark skin twat thanks a lot twitterig,"['cant', 'ever', 'eat', 'roast', 'beef', 'anymore', 'without', 'thinkin', 'bout', 'dark', 'skin', 'twat', 'thanks', 'lot', 'twitterig']",cant ever eat roast beef anymore without thinkin bout dark skin twat thanks lot twitterig
3,0,3,0,1,i cant express how much i hate sam he is by far hands down no questions asked my least favorite character  so bitch made freaksandgeeks,"['cant', 'express', 'much', 'hate', 'sam', 'far', 'hand', 'question', 'asked', 'least', 'favorite', 'character', 'bitch', 'made', 'freaksandgeeks']",cant express much hate sam far hand question asked least favorite character bitch made freaksandgeeks
3,2,1,0,0,i cant fuck a scary hoe,"['cant', 'fuck', 'scary', 'hoe']",cant fuck scary hoe
3,2,1,0,0,i cant fuck any ol bitch niggas be desert dicks out here,"['cant', 'fuck', 'ol', 'bitch', 'nigga', 'desert', 'dick']",cant fuck ol bitch nigga desert dick
3,0,3,0,1,i cant fuck with girls that talk about their pussy on social media,"['cant', 'fuck', 'girl', 'talk', 'pussy', 'social', 'medium']",cant fuck girl talk pussy social medium
3,0,3,0,1,i cant fuck with hoe niggas i cant trust these hoes niether,"['cant', 'fuck', 'hoe', 'nigga', 'cant', 'trust', 'hoe', 'niether']",cant fuck hoe nigga cant trust hoe niether
3,0,3,0,1,i cant fuck with you no mo hoe and im sorry,"['cant', 'fuck', 'mo', 'hoe', 'im', 'sorry']",cant fuck mo hoe im sorry
3,0,3,0,1,i cant handle when people give me an attitude i dead them so quick like why do you have to be a nasty bitch,"['cant', 'handle', 'people', 'give', 'attitude', 'dead', 'quick', 'like', 'nasty', 'bitch']",cant handle people give attitude dead quick like nasty bitch
3,1,2,0,1,i cant never be no bitch nigga  thats how you get treated like a bitch,"['cant', 'never', 'bitch', 'nigga', 'thats', 'get', 'treated', 'like', 'bitch']",cant never bitch nigga thats get treated like bitch
3,0,0,3,2,i cant play flappy bird it makes me angry,"['cant', 'play', 'flappy', 'bird', 'make', 'angry']",cant play flappy bird make angry
3,0,0,3,2,i cant sleep so ima watch spongebob and eat crackers and peanut butter,"['cant', 'sleep', 'ima', 'watch', 'spongebob', 'eat', 'cracker', 'peanut', 'butter']",cant sleep ima watch spongebob eat cracker peanut butter
3,0,3,0,1,i cant stand a fag bitch like fucc get out there amp make the money,"['cant', 'stand', 'fag', 'bitch', 'like', 'fucc', 'get', 'amp', 'make', 'money']",cant stand fag bitch like fucc get amp make money
3,0,3,0,1,i cant stand a snobby stuck up bitch,"['cant', 'stand', 'snobby', 'stuck', 'bitch']",cant stand snobby stuck bitch
6,1,5,0,1,i cant stand this fat bitch next to me with her hairy ass legs kiss imik,"['cant', 'stand', 'fat', 'bitch', 'next', 'hairy', 'as', 'leg', 'kiss', 'imik']",cant stand fat bitch next hairy as leg kiss imik
3,0,3,0,1,i cant stand to see my ex with another ugly bitch,"['cant', 'stand', 'see', 'ex', 'another', 'ugly', 'bitch']",cant stand see ex another ugly bitch
3,0,3,0,1,i cant take yo bitch if i cant see yo bitch,"['cant', 'take', 'yo', 'bitch', 'cant', 'see', 'yo', 'bitch']",cant take yo bitch cant see yo bitch
3,0,3,0,1,i cant take you hoes serious because she everything a nigga need in a woman some of yall just look good amp thats it,"['cant', 'take', 'hoe', 'serious', 'everything', 'nigga', 'need', 'woman', 'yall', 'look', 'good', 'amp', 'thats']",cant take hoe serious everything nigga need woman yall look good amp thats
3,0,0,3,2,i cant take you serious if you wear colored contacts,"['cant', 'take', 'serious', 'wear', 'colored', 'contact']",cant take serious wear colored contact
3,0,3,0,1,i cant talk to anyone but you can go answer littlephone calls from your little bitches on the low in the bathroom foh,"['cant', 'talk', 'anyone', 'go', 'answer', 'littlephone', 'call', 'little', 'bitch', 'low', 'bathroom', 'foh']",cant talk anyone go answer littlephone call little bitch low bathroom foh
3,1,2,0,1,i cant tell if i want to fuck you or if i want to slit your throat,"['cant', 'tell', 'want', 'fuck', 'want', 'slit', 'throat']",cant tell want fuck want slit throat
3,1,2,0,1,i cant tell you the last time i seen  niggaz have a fight but i see bitches fight on video daily,"['cant', 'tell', 'last', 'time', 'seen', 'niggaz', 'fight', 'see', 'bitch', 'fight', 'video', 'daily']",cant tell last time seen niggaz fight see bitch fight video daily
3,0,3,0,1,i cant trust a bitch,"['cant', 'trust', 'bitch']",cant trust bitch
3,0,0,3,2,i cant wait to post the designs of my new walkout shirts sweaters and hats should have the official mock up done tomorrow theyre sexy,"['cant', 'wait', 'post', 'design', 'new', 'walkout', 'shirt', 'sweater', 'hat', 'official', 'mock', 'done', 'tomorrow', 'theyre', 'sexy']",cant wait post design new walkout shirt sweater hat official mock done tomorrow theyre sexy
3,0,3,0,1,i cant wait to turnup with my bitches  i miss them,"['cant', 'wait', 'turnup', 'bitch', 'miss']",cant wait turnup bitch miss
4,1,1,2,2,i cant wait to watch the saints put their weiner right in the cowboys butts  dallas is trash,"['cant', 'wait', 'watch', 'saint', 'put', 'weiner', 'right', 'cowboy', 'butt', 'dallas', 'trash']",cant wait watch saint put weiner right cowboy butt dallas trash
3,0,0,3,2,i cant watch charlie st cloud because i cry like a little baby every single time,"['cant', 'watch', 'charlie', 'st', 'cloud', 'cry', 'like', 'little', 'baby', 'every', 'single', 'time']",cant watch charlie st cloud cry like little baby every single time
3,0,3,0,1,i cant with these second class bitches,"['cant', 'second', 'class', 'bitch']",cant second class bitch
6,0,6,0,1,i cant with this disrespect ass bitches,"['cant', 'disrespect', 'as', 'bitch']",cant disrespect as bitch
3,0,3,0,1,"i cannot be worried bout no bitch
cause i know a bitch could be somewhere sucking a dick ayeeee","['worried', 'bout', 'bitch', 'cause', 'know', 'bitch', 'could', 'somewhere', 'sucking', 'dick', 'ayeeee']",worried bout bitch cause know bitch could somewhere sucking dick ayeeee
3,0,1,2,2,i cannot express how infinitely better the book is to this trash,"['express', 'infinitely', 'better', 'book', 'trash']",express infinitely better book trash
3,1,2,0,1,i cant fuc wit no bitch thats addicted to drugz,"['cant', 'fuc', 'wit', 'bitch', 'thats', 'addicted', 'drugz']",cant fuc wit bitch thats addicted drugz
3,0,3,0,1,i chase bread over hoes cause i never met a dollar i aint like facts,"['chase', 'bread', 'hoe', 'cause', 'never', 'met', 'dollar', 'aint', 'like', 'fact']",chase bread hoe cause never met dollar aint like fact
3,0,3,0,1,i cheated on  of the bitches i had tf lol nobody even wanted to be all committed and shit,"['cheated', 'bitch', 'tf', 'lol', 'nobody', 'even', 'wanted', 'committed', 'shit']",cheated bitch tf lol nobody even wanted committed shit
3,0,2,1,1,i come wit the rocks on yu can get popped on light yellow chevy same color as popcorn,"['come', 'wit', 'rock', 'yu', 'get', 'popped', 'light', 'yellow', 'chevy', 'color', 'popcorn']",come wit rock yu get popped light yellow chevy color popcorn
3,0,1,2,2,i confess im autistic or something i thought aerosmith dreamon was ledzeppelin until like yesterday retarded,"['confess', 'im', 'autistic', 'something', 'thought', 'aerosmith', 'dreamon', 'ledzeppelin', 'like', 'yesterday', 'retarded']",confess im autistic something thought aerosmith dreamon ledzeppelin like yesterday retarded
6,0,6,0,1,i copped a uzi but i need some bullets for that bitch,"['copped', 'uzi', 'need', 'bullet', 'bitch']",copped uzi need bullet bitch
3,0,3,0,1,i could never bring myself to fw a bitch or nigga that wears everybody else shit like um no your broke amp bummy ya fuccing boof,"['could', 'never', 'bring', 'fw', 'bitch', 'nigga', 'wear', 'everybody', 'else', 'shit', 'like', 'um', 'broke', 'amp', 'bummy', 'ya', 'fuccing', 'boof']",could never bring fw bitch nigga wear everybody else shit like um broke amp bummy ya fuccing boof
3,0,3,0,1,i could b out here like some of these chicksin the streets slingin pussy for a couple dollars but im not,"['could', 'b', 'like', 'chicksin', 'street', 'slingin', 'pussy', 'couple', 'dollar', 'im']",could b like chicksin street slingin pussy couple dollar im
3,0,3,0,1,i could blank all you sons of bitches out getatme goofy fuckmongo naynayismongo,"['could', 'blank', 'son', 'bitch', 'getatme', 'goofy', 'fuckmongo', 'naynayismongo']",could blank son bitch getatme goofy fuckmongo naynayismongo
3,0,0,3,2,i could go for a brownie right now,"['could', 'go', 'brownie', 'right']",could go brownie right
3,0,3,0,1,i could have so many bitches right now lately they been loving flee,"['could', 'many', 'bitch', 'right', 'lately', 'loving', 'flee']",could many bitch right lately loving flee
3,0,3,0,1,i could say my name butttttttt ya bitch already knows it,"['could', 'say', 'name', 'butttttttt', 'ya', 'bitch', 'already', 'know']",could say name butttttttt ya bitch already know
6,0,6,0,1,i coulda sworn i was the last bitch on tunchi ig,"['coulda', 'sworn', 'last', 'bitch', 'tunchi', 'ig']",coulda sworn last bitch tunchi ig
3,0,3,0,1,i couldnt have no mama joyce at my wedding what a grumpy ass bitch,"['couldnt', 'mama', 'joyce', 'wedding', 'grumpy', 'as', 'bitch']",couldnt mama joyce wedding grumpy as bitch
3,0,1,2,2,i couldnt press send that tweet about anchor babies was even too raw for me,"['couldnt', 'press', 'send', 'tweet', 'anchor', 'baby', 'even', 'raw']",couldnt press send tweet anchor baby even raw
3,0,3,0,1,i cuff no hoes,"['cuff', 'hoe']",cuff hoe
6,0,6,0,1,i curved yo bitch your welcome,"['curved', 'yo', 'bitch', 'welcome']",curved yo bitch welcome
3,0,3,0,1,i cut you out of my life for a reason you stupid bitch dont follow me on twitta,"['cut', 'life', 'reason', 'stupid', 'bitch', 'dont', 'follow', 'twitta']",cut life reason stupid bitch dont follow twitta
3,0,3,0,1,i dare a bitch to key my truck,"['dare', 'bitch', 'key', 'truck']",dare bitch key truck
3,0,0,3,2,i def got a few shades darker cutting my mama grass there goes my yellow frame lol,"['def', 'got', 'shade', 'darker', 'cutting', 'mama', 'grass', 'go', 'yellow', 'frame', 'lol']",def got shade darker cutting mama grass go yellow frame lol
3,1,2,0,1,i definitely cant fw a nigga that associates himself wit bitches i dont fw  tf you fuccing goofball,"['definitely', 'cant', 'fw', 'nigga', 'associate', 'wit', 'bitch', 'dont', 'fw', 'tf', 'fuccing', 'goofball']",definitely cant fw nigga associate wit bitch dont fw tf fuccing goofball
3,0,3,0,1,i despise clichs you aint original bitch you are a copy deleted,"['despise', 'clichs', 'aint', 'original', 'bitch', 'copy', 'deleted']",despise clichs aint original bitch copy deleted
3,0,3,0,1,i did anything for my bitch now these hoes only get hard dick nbs,"['anything', 'bitch', 'hoe', 'get', 'hard', 'dick', 'nb']",anything bitch hoe get hard dick nb
3,0,3,0,1,i did everything but trust these hoes,"['everything', 'trust', 'hoe']",everything trust hoe
9,0,9,0,1,i did everything except trust these hoes,"['everything', 'except', 'trust', 'hoe']",everything except trust hoe
3,0,3,0,1,i didnt go to school here rt lmaoatdosehoes arizona full of ugly hoes rt t all my crushes ended up ugly after high school damn shame,"['didnt', 'go', 'school', 'rt', 'lmaoatdosehoes', 'arizona', 'full', 'ugly', 'hoe', 'rt', 'crush', 'ended', 'ugly', 'high', 'school', 'damn', 'shame']",didnt go school rt lmaoatdosehoes arizona full ugly hoe rt crush ended ugly high school damn shame
3,0,3,0,1,i didnt even get to see my baby today smh its all my moms fault selfish bitch,"['didnt', 'even', 'get', 'see', 'baby', 'today', 'smh', 'mom', 'fault', 'selfish', 'bitch']",didnt even get see baby today smh mom fault selfish bitch
3,2,1,0,0,i didnt forsake all other bitches for my wife to be getting fucked on by another nigga and you know she married you gotta die,"['didnt', 'forsake', 'bitch', 'wife', 'getting', 'fucked', 'another', 'nigga', 'know', 'married', 'got', 'ta', 'die']",didnt forsake bitch wife getting fucked another nigga know married got ta die
3,0,2,1,1,i didnt know my nig geazy had reached a million views on one of his songs haha thats crazy,"['didnt', 'know', 'nig', 'geazy', 'reached', 'million', 'view', 'one', 'song', 'haha', 'thats', 'crazy']",didnt know nig geazy reached million view one song haha thats crazy
3,0,3,0,1,i didnt wanna see your hoe ass pictures anyways take care of your fuckin kids too,"['didnt', 'wan', 'na', 'see', 'hoe', 'as', 'picture', 'anyways', 'take', 'care', 'fuckin', 'kid']",didnt wan na see hoe as picture anyways take care fuckin kid
3,0,1,2,2,i didnt buy any alcohol this weekend and only bought  fags proud that i still have  quid tbh,"['didnt', 'buy', 'alcohol', 'weekend', 'bought', 'fag', 'proud', 'still', 'quid', 'tbh']",didnt buy alcohol weekend bought fag proud still quid tbh
3,0,3,0,1,i dnt let nobody borrow my shitamp i let my girlfriend got my sweats lol thas how u know she runnin shitu otha hoes cant get a sock from me,"['dnt', 'let', 'nobody', 'borrow', 'shitamp', 'let', 'girlfriend', 'got', 'sweat', 'lol', 'thas', 'u', 'know', 'runnin', 'shitu', 'otha', 'hoe', 'cant', 'get', 'sock']",dnt let nobody borrow shitamp let girlfriend got sweat lol thas u know runnin shitu otha hoe cant get sock
3,0,3,0,1,i do alot of fucking girl but i dont fuck around i been in the same pussy since before migos came out,"['alot', 'fucking', 'girl', 'dont', 'fuck', 'around', 'pussy', 'since', 'migos', 'came']",alot fucking girl dont fuck around pussy since migos came
3,3,0,0,0,i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i aint no mo human den a monkey,"['da', 'flow', 'temple', 'today', 'fo', 'nuttin', 'dat', 'jew', 'wit', 'funky', 'hair', 'tell', 'subhuman', 'tell', 'aint', 'mo', 'human', 'den', 'monkey']",da flow temple today fo nuttin dat jew wit funky hair tell subhuman tell aint mo human den monkey
6,0,6,0,1,i do know one thing though bitches they come they go,"['know', 'one', 'thing', 'though', 'bitch', 'come', 'go']",know one thing though bitch come go
3,0,3,0,1,i do the shit you bitches is too pussy to do,"['shit', 'bitch', 'pussy']",shit bitch pussy
3,1,2,0,1,i dog hoes not one but all hoes,"['dog', 'hoe', 'one', 'hoe']",dog hoe one hoe
3,0,0,3,2,i dont talk trash regarding sports,"['dont', 'talk', 'trash', 'regarding', 'sport']",dont talk trash regarding sport
3,0,3,0,1,i dont  keep friends  they come  and go  dont fuck  with these bitches  fake all they know,"['dont', 'keep', 'friend', 'come', 'go', 'dont', 'fuck', 'bitch', 'fake', 'know']",dont keep friend come go dont fuck bitch fake know
3,0,3,0,1,i dont be crying over stripper bitches that left me for dudes with money tho and singing about it,"['dont', 'cry', 'stripper', 'bitch', 'left', 'dude', 'money', 'tho', 'singing']",dont cry stripper bitch left dude money tho singing
3,0,3,0,1,i dont believe in that frenemies shit who wats to have a bitch like dat with u all the time,"['dont', 'believe', 'frenemies', 'shit', 'wats', 'bitch', 'like', 'dat', 'u', 'time']",dont believe frenemies shit wats bitch like dat u time
6,0,1,5,2,i dont blame crash for not sharing with you geoffsheen youll probably talk trash about it like you do food trucks geoffhatespuppies,"['dont', 'blame', 'crash', 'sharing', 'geoffsheen', 'youll', 'probably', 'talk', 'trash', 'like', 'food', 'truck', 'geoffhatespuppies']",dont blame crash sharing geoffsheen youll probably talk trash like food truck geoffhatespuppies
3,0,3,0,1,i dont buy pussy cuz its free bitch i buy lacs,"['dont', 'buy', 'pussy', 'cuz', 'free', 'bitch', 'buy', 'lac']",dont buy pussy cuz free bitch buy lac
3,0,3,0,1,i dont care how hot a bitch is if her personality is shit shes shit,"['dont', 'care', 'hot', 'bitch', 'personality', 'shit', 'shes', 'shit']",dont care hot bitch personality shit shes shit
3,0,3,0,1,i dont care how old i am when you put me in front of a bag of takis ill eat that bitch,"['dont', 'care', 'old', 'put', 'front', 'bag', 'takis', 'ill', 'eat', 'bitch']",dont care old put front bag takis ill eat bitch
3,1,2,0,1,i dont care if youre gay yeent bout to me calling me bitch and fish and thinking shit is sweet i dont even like girls doing that,"['dont', 'care', 'youre', 'gay', 'yeent', 'bout', 'calling', 'bitch', 'fish', 'thinking', 'shit', 'sweet', 'dont', 'even', 'like', 'girl']",dont care youre gay yeent bout calling bitch fish thinking shit sweet dont even like girl
3,0,3,0,1,i dont chase no bitches just chase my dreams,"['dont', 'chase', 'bitch', 'chase', 'dream']",dont chase bitch chase dream
3,0,3,0,1,i dont even play flappy bird anymore because fuck him,"['dont', 'even', 'play', 'flappy', 'bird', 'anymore', 'fuck']",dont even play flappy bird anymore fuck
3,0,3,0,1,i dont fck wit those luvv rt swishaas wdnick whos pussy better then a crazy bitch apparently thots,"['dont', 'fck', 'wit', 'luvv', 'rt', 'swishaas', 'wdnick', 'who', 'pussy', 'better', 'crazy', 'bitch', 'apparently', 'thots']",dont fck wit luvv rt swishaas wdnick who pussy better crazy bitch apparently thots
3,1,2,0,1,i dont feel like all black people are niggers but if youre black and youre being a nigger imma tell you idc,"['dont', 'feel', 'like', 'black', 'people', 'nigger', 'youre', 'black', 'youre', 'nigger', 'imma', 'tell', 'idc']",dont feel like black people nigger youre black youre nigger imma tell idc
3,0,3,0,1,"i dont focus on bitches bitches focus on me trenttruce 
photography by patrickos httptcosteimip","['dont', 'focus', 'bitch', 'bitch', 'focus', 'trenttruce', 'photography', 'patrickos', 'httptcosteimip']",dont focus bitch bitch focus trenttruce photography patrickos httptcosteimip
3,0,3,0,1,i dont fuck wit bitches that listen to that edm shit for some reason them bitches be havin mad energy and i like to chill,"['dont', 'fuck', 'wit', 'bitch', 'listen', 'edm', 'shit', 'reason', 'bitch', 'havin', 'mad', 'energy', 'like', 'chill']",dont fuck wit bitch listen edm shit reason bitch havin mad energy like chill
3,0,2,1,1,i dont fuck wit hoe niggas,"['dont', 'fuck', 'wit', 'hoe', 'nigga']",dont fuck wit hoe nigga
3,0,3,0,1,i dont fuck wit these bitches cuz they think they slick,"['dont', 'fuck', 'wit', 'bitch', 'cuz', 'think', 'slick']",dont fuck wit bitch cuz think slick
6,2,4,0,1,i dont fuck with these niggas cause they shady i dont fuck with these bitches all they want is to have my baby,"['dont', 'fuck', 'nigga', 'cause', 'shady', 'dont', 'fuck', 'bitch', 'want', 'baby']",dont fuck nigga cause shady dont fuck bitch want baby
3,1,2,0,1,i dont fuck with you iffy bitchesniggas yall dont put fear in my heart yall bleed the same i do and breathe the same,"['dont', 'fuck', 'iffy', 'bitchesniggas', 'yall', 'dont', 'put', 'fear', 'heart', 'yall', 'bleed', 'breathe']",dont fuck iffy bitchesniggas yall dont put fear heart yall bleed breathe
3,0,3,0,1,i dont get it im either a pussy or troll where is the room for the truth and or my opinions on my tl social media fucked up,"['dont', 'get', 'im', 'either', 'pussy', 'troll', 'room', 'truth', 'opinion', 'tl', 'social', 'medium', 'fucked']",dont get im either pussy troll room truth opinion tl social medium fucked
6,0,5,1,1,i dont get what standing on ya tip toes does for these pics these hoes be taking,"['dont', 'get', 'standing', 'ya', 'tip', 'toe', 'pic', 'hoe', 'taking']",dont get standing ya tip toe pic hoe taking
3,1,2,0,1,i dont get why bitches blame the hoe their man cheated on them withit was both their faulttheir boyfriend couldve said no,"['dont', 'get', 'bitch', 'blame', 'hoe', 'man', 'cheated', 'withit', 'faulttheir', 'boyfriend', 'couldve', 'said']",dont get bitch blame hoe man cheated withit faulttheir boyfriend couldve said
6,0,6,0,1,i dont give a fuck about yo gal yo wifey or yo boo came here by myself bitch im tryna bone,"['dont', 'give', 'fuck', 'yo', 'gal', 'yo', 'wifey', 'yo', 'boo', 'came', 'bitch', 'im', 'tryna', 'bone']",dont give fuck yo gal yo wifey yo boo came bitch im tryna bone
3,0,3,0,1,i dont glorify dis shit but bitch i am what i am and it is what it is,"['dont', 'glorify', 'dis', 'shit', 'bitch']",dont glorify dis shit bitch
3,0,3,0,1,i dont got no type bad bitches is the only thing that i iike,"['dont', 'got', 'type', 'bad', 'bitch', 'thing', 'iike']",dont got type bad bitch thing iike
3,0,3,0,1,i dont got that bad of a mouth do i fuck shit ass bitch cunt shooby de doo wop,"['dont', 'got', 'bad', 'mouth', 'fuck', 'shit', 'as', 'bitch', 'cunt', 'shooby', 'de', 'doo', 'wop']",dont got bad mouth fuck shit as bitch cunt shooby de doo wop
3,0,3,0,1,i dont have a wife she my bitch for the night if she was catching bodies then it might be alright,"['dont', 'wife', 'bitch', 'night', 'catching', 'body', 'might', 'alright']",dont wife bitch night catching body might alright
3,0,3,0,1,i dont have an iphone so i have to manually ignore these hoes httptcoyxmhyou,"['dont', 'iphone', 'manually', 'ignore', 'hoe', 'httptcoyxmhyou']",dont iphone manually ignore hoe httptcoyxmhyou
